Country Name,Country Code,Indicator Name,Indicator Code,Year,WB Value
United States,USA,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,1967.0,60.5785138461775
United States,USA,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,1967.0,9.17777147945022
United States,USA,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,1967.0,10.8455148488289
United States,USA,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,1967.0,31.1316749797251
United States,USA,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,1967.0,9.97138527434544
United States,USA,GDP per capita (current LCU),NY.GDP.PCAP.CN,1967.0,4325.95935063186
United States,USA,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),TX.VAL.MRCH.R6.ZS,1967.0,2.69316316766683
United States,USA,Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),TX.VAL.MRCH.R2.ZS,1967.0,0.811117377556129
United States,USA,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,1967.0,30934000000.0
United States,USA,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,1967.0,5.18758343841651
United States,USA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,1967.0,6.94341658008404
United States,USA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1967.0,72.612
United States,USA,Rural population growth (annual %),SP.RUR.TOTL.ZG,1967.0,-0.235016470709165
United States,USA,"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,1967.0,1.35215625370377
United States,USA,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,1967.0,2.32486043884707
United States,USA,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,1967.0,8.28981117409739
United States,USA,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,1967.0,3.05937585587929
United States,USA,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1967.0,4.70845703672637
United States,USA,"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,1967.0,5.95277374536146
United States,USA,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,1967.0,5.95385324943678
United States,USA,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,1967.0,6.0495878396732
United States,USA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,1967.0,60.5629758835245
United States,USA,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,1967.0,60.5481876716489
United States,USA,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,1967.0,10.3147748565507
United States,USA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,1967.0,29.9884467064152
United States,USA,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,1967.0,28.9003824405033
United States,USA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1967.0,24044.565127902
United States,USA,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",TX.VAL.MRCH.RS.ZS,1967.0,5.50672657106466
United States,USA,Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),TX.VAL.MRCH.R3.ZS,1967.0,10.5445259082297
United States,USA,Merchandise exports to high-income economies (% of total merchandise exports),TX.VAL.MRCH.HI.ZS,1967.0,70.8694798076131
United States,USA,Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,1967.0,64.9229906956001
United States,USA,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,1967.0,18.8716334478146
United States,USA,Rural population (% of total population),SP.RUR.TOTL.ZS,1967.0,27.388
United States,USA,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,1967.0,2.06558783592056
United States,USA,"Population ages 65 and above, total",SP.POP.65UP.TO,1967.0,18775457.0
United States,USA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,1967.0,10742661.0
United States,USA,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1967.0,4.20465261525434
United States,USA,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,1967.0,5.42249767596601
United States,USA,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,1967.0,6.23236321667018
United States,USA,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,1967.0,5.61698883167381
United States,USA,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,1967.0,7.45789857303297
United States,USA,"Population ages 15-64, male",SP.POP.1564.MA.IN,1967.0,58700357.0
United States,USA,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,1967.0,8.7386002282952
United States,USA,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,1967.0,10.0452828880798
United States,USA,"Population ages 0-14, male",SP.POP.0014.MA.IN,1967.0,30166478.0
United States,USA,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,1967.0,9.16136178409491
United States,USA,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,1967.0,10.8131675151932
United States,USA,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,1967.0,59.6
United States,USA,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,1967.0,80.4
United States,USA,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,1967.0,41.1
United States,USA,Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),TX.VAL.MRCH.R5.ZS,1967.0,4.22351353235281
United States,USA,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),TX.VAL.MRCH.R1.ZS,1967.0,3.26031164650491
United States,USA,Merchandise exports to economies in the Arab World (% of total merchandise exports),TX.VAL.MRCH.AL.ZS,1967.0,2.30978346968132
United States,USA,Urban population,SP.URB.TOTL,1967.0,144288757.0
United States,USA,Rural population,SP.RUR.TOTL,1967.0,54423243.0
United States,USA,"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,1967.0,2.04058562282113
United States,USA,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,1967.0,2.89704270497611
United States,USA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,1967.0,8032797.0
United States,USA,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,1967.0,3.54821372413002
United States,USA,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,1967.0,4.86690298928346
United States,USA,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,1967.0,6.02472912397137
United States,USA,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,1967.0,5.86425789906316
United States,USA,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,1967.0,6.11929651843842
United States,USA,"Population ages 15-64, total",SP.POP.1564.TO,1967.0,120345901.0
United States,USA,"Population ages 15-64, female",SP.POP.1564.FE.IN,1967.0,61645544.0
United States,USA,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,1967.0,9.69373776832852
United States,USA,"Population ages 0-14, total",SP.POP.0014.TO,1967.0,59590642.0
United States,USA,"Population ages 0-14, female",SP.POP.0014.FE.IN,1967.0,29424164.0
United States,USA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1967.0,1.38995128628365
United States,USA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,1967.0,24044.565127902
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,1967.0,4325.95935063186
United States,USA,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1968.0,34564600000.0
United States,USA,Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),TX.VAL.MRCH.R4.ZS,1968.0,2.14959814376559
United States,USA,Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),TX.VAL.MRCH.OR.ZS,1968.0,22.8424457392824
United States,USA,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,1968.0,4.50093662031963
United States,USA,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,1968.0,3.09216193431342
United States,USA,Urban population growth (annual %),SP.URB.GROW,1968.0,1.49576263761729
United States,USA,"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,1968.0,1.56294876436344
United States,USA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,1968.0,9.53132472693188
United States,USA,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,1968.0,10.6888554441814
United States,USA,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1968.0,3.92646029048777
United States,USA,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,1968.0,5.34025674261094
United States,USA,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,1968.0,6.0609881096365
United States,USA,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,1968.0,5.73159342373864
United States,USA,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,1968.0,7.9269004069262
United States,USA,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,1968.0,60.990842795375
United States,USA,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,1968.0,9.23926815004559
United States,USA,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,1968.0,10.6961303081171
United States,USA,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,1968.0,30.6964359810467
United States,USA,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,1968.0,9.58219616869166
United States,USA,GDP per capita (current LCU),NY.GDP.PCAP.CN,1968.0,4684.58840293763
United States,USA,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),TX.VAL.MRCH.R6.ZS,1968.0,2.60671322682745
United States,USA,Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),TX.VAL.MRCH.R2.ZS,1968.0,0.784039161454205
United States,USA,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,1968.0,34063000000.0
United States,USA,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,1968.0,5.18488346436039
United States,USA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,1968.0,7.38259459172007
United States,USA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1968.0,72.974
United States,USA,Rural population growth (annual %),SP.RUR.TOTL.ZG,1968.0,-0.332098518017465
United States,USA,"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,1968.0,1.37951770534861
United States,USA,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,1968.0,2.29927723671186
United States,USA,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,1968.0,8.3127212235783
United States,USA,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,1968.0,3.07097751715439
United States,USA,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1968.0,4.72525049305054
United States,USA,"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,1968.0,5.95371187647829
United States,USA,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,1968.0,5.80328095550668
United States,USA,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,1968.0,6.28313234689386
United States,USA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,1968.0,60.9459657927584
United States,USA,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,1968.0,60.903337892146
United States,USA,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,1968.0,10.4181095042379
United States,USA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,1968.0,29.5227094803098
United States,USA,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,1968.0,28.4078066636726
United States,USA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1968.0,24948.3568987924
United States,USA,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",TX.VAL.MRCH.RS.ZS,1968.0,5.38990759331802
United States,USA,Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),TX.VAL.MRCH.R3.ZS,1968.0,10.9343085121772
United States,USA,Merchandise exports to high-income economies (% of total merchandise exports),TX.VAL.MRCH.HI.ZS,1968.0,71.7676466673996
United States,USA,Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,1968.0,67.6561980813266
United States,USA,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,1968.0,16.8940317129741
United States,USA,Rural population (% of total population),SP.RUR.TOTL.ZS,1968.0,27.026
United States,USA,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,1968.0,2.11100833267032
United States,USA,"Population ages 65 and above, total",SP.POP.65UP.TO,1968.0,19129941.0
United States,USA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,1968.0,11002288.0
United States,USA,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1968.0,4.2609704270339
United States,USA,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,1968.0,5.43291326665675
United States,USA,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,1968.0,6.10872571033322
United States,USA,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,1968.0,5.60934264430993
United States,USA,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,1968.0,7.72264172498953
United States,USA,"Population ages 15-64, male",SP.POP.1564.MA.IN,1968.0,59632985.0
United States,USA,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,1968.0,8.7796432817425
United States,USA,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,1968.0,9.86006185394213
United States,USA,"Population ages 0-14, male",SP.POP.0014.MA.IN,1968.0,30013032.0
United States,USA,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,1968.0,8.78327438146958
United States,USA,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,1968.0,10.8011100618069
United States,USA,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,1968.0,59.6
United States,USA,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,1968.0,80.1
United States,USA,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,1968.0,41.6
United States,USA,Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),TX.VAL.MRCH.R5.ZS,1968.0,3.07250771020061
United States,USA,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),TX.VAL.MRCH.R1.ZS,1968.0,3.29527898485734
United States,USA,Merchandise exports to economies in the Arab World (% of total merchandise exports),TX.VAL.MRCH.AL.ZS,1968.0,2.2740028815609
United States,USA,Urban population,SP.URB.TOTL,1968.0,146463196.0
United States,USA,Rural population,SP.RUR.TOTL,1968.0,54242804.0
United States,USA,"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,1968.0,2.10891400309622
United States,USA,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,1968.0,2.89700623583389
United States,USA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,1968.0,8127653.0
United States,USA,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,1968.0,3.57192687258096
United States,USA,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,1968.0,4.88589464805723
United States,USA,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,1968.0,6.03894962201865
United States,USA,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,1968.0,5.70926440013783
United States,USA,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,1968.0,6.35499216686642
United States,USA,"Population ages 15-64, total",SP.POP.1564.TO,1968.0,122322210.0
United States,USA,"Population ages 15-64, female",SP.POP.1564.FE.IN,1968.0,62689225.0
United States,USA,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,1968.0,9.76447042826091
United States,USA,"Population ages 0-14, total",SP.POP.0014.TO,1968.0,59253849.0
United States,USA,"Population ages 0-14, female",SP.POP.0014.FE.IN,1968.0,29240818.0
United States,USA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1968.0,3.7588193676318
United States,USA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,1968.0,24948.3568987924
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,1968.0,4684.58840293763
United States,USA,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1969.0,37962000000.0
United States,USA,Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),TX.VAL.MRCH.R4.ZS,1969.0,2.39713397608134
United States,USA,Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),TX.VAL.MRCH.OR.ZS,1969.0,20.8708708708709
United States,USA,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,1969.0,5.03147990952602
United States,USA,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,1969.0,3.01682199217479
United States,USA,Urban population growth (annual %),SP.URB.GROW,1969.0,1.46799272604928
United States,USA,"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,1969.0,1.5692052227275
United States,USA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,1969.0,9.61605351913425
United States,USA,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,1969.0,10.825832418414
United States,USA,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1969.0,3.95564403203018
United States,USA,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,1969.0,5.34522076037208
United States,USA,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,1969.0,5.94907345029452
United States,USA,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,1969.0,5.72529045448646
United States,USA,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,1969.0,8.18175365119961
United States,USA,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,1969.0,61.4299095704942
United States,USA,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,1969.0,9.38455697864032
United States,USA,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,1969.0,10.4915395934935
United States,USA,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,1969.0,30.2299893764678
United States,USA,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,1969.0,9.26718945384176
United States,USA,GDP per capita (current LCU),NY.GDP.PCAP.CN,1969.0,5019.99818634473
United States,USA,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),TX.VAL.MRCH.R6.ZS,1969.0,2.59996838944207
United States,USA,Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),TX.VAL.MRCH.R2.ZS,1969.0,0.800800800800801
United States,USA,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,1969.0,37332000000.0
United States,USA,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,1969.0,4.46459633228401
United States,USA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,1969.0,7.434751521121
United States,USA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,1969.0,73.333
United States,USA,Rural population growth (annual %),SP.RUR.TOTL.ZG,1969.0,-0.360009209533016
United States,USA,"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,1969.0,1.40182185107874
United States,USA,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,1969.0,2.28200197398184
United States,USA,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,1969.0,8.34010105303802
United States,USA,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,1969.0,3.08707200524994
United States,USA,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1969.0,4.74670998647807
United States,USA,"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,1969.0,5.93245371117168
United States,USA,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,1969.0,5.67700303648519
United States,USA,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,1969.0,6.53220350933608
United States,USA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,1969.0,61.3505976916979
United States,USA,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,1969.0,61.27539909302
United States,USA,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,1969.0,10.4712603291326
United States,USA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,1969.0,29.0333487891679
United States,USA,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,1969.0,27.898768488566
United States,USA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1969.0,25471.6161786519
United States,USA,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",TX.VAL.MRCH.RS.ZS,1969.0,5.55555555555556
United States,USA,Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),TX.VAL.MRCH.R3.ZS,1969.0,10.2602602602603
United States,USA,Merchandise exports to high-income economies (% of total merchandise exports),TX.VAL.MRCH.HI.ZS,1969.0,73.5735735735736
United States,USA,Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,1969.0,69.2467462793064
United States,USA,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,1969.0,15.0168597935526
United States,USA,Rural population (% of total population),SP.RUR.TOTL.ZS,1969.0,26.667
United States,USA,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,1969.0,2.14985144620512
United States,USA,"Population ages 65 and above, total",SP.POP.65UP.TO,1969.0,19489529.0
United States,USA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,1969.0,11262792.0
United States,USA,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1969.0,4.30403045281626
United States,USA,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,1969.0,5.45544714644813
United States,USA,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,1969.0,5.9643931119624
United States,USA,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,1969.0,5.62906435306744
United States,USA,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,1969.0,7.96316473197213
United States,USA,"Population ages 15-64, male",SP.POP.1564.MA.IN,1969.0,60594912.0
United States,USA,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,1969.0,8.8855813145801
United States,USA,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,1969.0,9.64258554772273
United States,USA,"Population ages 0-14, male",SP.POP.0014.MA.IN,1969.0,29819083.0
United States,USA,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,1969.0,8.47145546659936
United States,USA,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,1969.0,10.7916521125429
United States,USA,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,1969.0,60.1
United States,USA,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,1969.0,79.8
United States,USA,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,1969.0,42.7
United States,USA,Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),TX.VAL.MRCH.R5.ZS,1969.0,1.95722037827301
United States,USA,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),TX.VAL.MRCH.R1.ZS,1969.0,2.85548706601338
United States,USA,Merchandise exports to economies in the Arab World (% of total merchandise exports),TX.VAL.MRCH.AL.ZS,1969.0,2.25488646541278
United States,USA,Urban population,SP.URB.TOTL,1969.0,148629124.0
United States,USA,Rural population,SP.RUR.TOTL,1969.0,54047876.0
United States,USA,"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,1969.0,2.17554968699796
United States,USA,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,1969.0,2.89666947231377
United States,USA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,1969.0,8226737.0
United States,USA,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,1969.0,3.60376181289718
United States,USA,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,1969.0,4.91090615442573
United States,USA,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,1969.0,6.02333637304795
United States,USA,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,1969.0,5.58682687006501
United States,USA,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,1969.0,6.55264858463486
United States,USA,"Population ages 15-64, total",SP.POP.1564.TO,1969.0,124343551.0
United States,USA,"Population ages 15-64, female",SP.POP.1564.FE.IN,1969.0,63748639.0
United States,USA,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,1969.0,9.78472747424387
United States,USA,"Population ages 0-14, total",SP.POP.0014.TO,1969.0,58843920.0
United States,USA,"Population ages 0-14, female",SP.POP.0014.FE.IN,1969.0,29024838.0
United States,USA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1969.0,2.09736970647876
United States,USA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,1969.0,25471.6161786519
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,1969.0,5019.99818634473
United States,USA,Travel services (% of commercial service exports),TX.VAL.TRVL.ZS.WT,1970.0,24.2203742203742
United States,USA,Commercial service exports (current US$),TX.VAL.SERV.CD.WT,1970.0,9620000000.0
United States,USA,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1970.0,43218800000.0
United States,USA,Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),TX.VAL.MRCH.R4.ZS,1970.0,2.01764047127639
United States,USA,Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),TX.VAL.MRCH.OR.ZS,1970.0,21.2824048793581
United States,USA,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,1970.0,5.21072105087804
United States,USA,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,1970.0,3.744205093446
United States,USA,Urban population growth (annual %),SP.URB.GROW,1970.0,1.531151622153
United States,USA,"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,1970.0,1.57814794212941
United States,USA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,1970.0,9.71854682194377
United States,USA,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,1970.0,10.9771779540936
United States,USA,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1970.0,3.97414710259963
United States,USA,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,1970.0,5.36013579626348
United States,USA,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,1970.0,5.84058760909126
United States,USA,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,1970.0,5.69252381486328
United States,USA,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,1970.0,8.46713135143991
United States,USA,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,1970.0,61.8331956179269
United States,USA,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,1970.0,9.54163218709252
United States,USA,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,1970.0,10.205438310364
United States,USA,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,1970.0,29.7780984893853
