Country Name,Country Code,Indicator Name,Indicator Code,Year,WB Value,PM10,coordinates,parameter.name,parameter.units,parameter.displayName,period.label,period.interval
United States,USA,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,2017.0,18.5037073626109,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2017.0,8.9,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,2017.0,66458.0233734963,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2017.0,58703.1440780161,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value (% of total)",EN.ATM.PM25.MC.T2.ZS,2017.0,0.0545981931093675,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2017.0,100.0,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,2017.0,100.0,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,2017.0,10.5613241530477,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,2017.0,46.9732089452742,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",TX.VAL.MRCH.RS.ZS,2017.0,0.380349687566721,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),TX.VAL.MRCH.R3.ZS,2017.0,23.0431321824393,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,Merchandise exports to high-income economies (% of total merchandise exports),TX.VAL.MRCH.HI.ZS,2017.0,59.8894904478491,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,2017.0,61.3709365092424,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,2017.0,10.0991842432711,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,Rural population (% of total population),SP.RUR.TOTL.ZS,2017.0,17.942,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,2017.0,2.82995536910297,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 65 and above, total",SP.POP.65UP.TO,2017.0,48570396.0,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,2017.0,26628806.0,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,2017.0,6.20602648679654,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,2017.0,6.57636176631076,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,2017.0,6.00251012351524,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,2017.0,6.75188075851979,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,2017.0,6.51943779885956,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 15-64, male",SP.POP.1564.MA.IN,2017.0,109679493.0,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,2017.0,6.33480339054061,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,2017.0,6.22776503874907,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 0-14, male",SP.POP.0014.MA.IN,2017.0,31620877.0,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,2017.0,5.89265205355181,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,2017.0,99.1386422096721,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,2017.0,0.2,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,2017.0,97.1520884326146,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"People using at least basic drinking water services, rural (% of rural population)",SH.H2O.BASW.RU.ZS,2017.0,98.3610875834628,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,2017.0,93.12,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,2017.0,94.21,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,2017.0,85.22,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,2017.0,7.03250920102633,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,2017.0,0.229538476982603,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,2017.0,62.851,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"People using safely managed sanitation services, urban (% of urban population)",SH.STA.SMSS.UR.ZS,2017.0,97.222332853691,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,2017.0,0.0,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,2017.0,99.8499814479926,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"People using at least basic drinking water services, urban (% of urban population)",SH.H2O.BASW.UR.ZS,2017.0,99.8579011524293,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)",EN.ATM.PM25.MC.T1.ZS,2017.0,0.0164350247258471,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2017.0,100.0,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,2017.0,100.0,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,2017.0,69.069,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,2017.0,57.035,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,2017.0,77.556,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,2017.0,0.0,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)",EN.ATM.PM25.MC.T3.ZS,2017.0,0.277272840949727,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),TX.VAL.MRCH.R5.ZS,2017.0,2.02899148575643,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),TX.VAL.MRCH.R1.ZS,2017.0,11.570554553542,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,Merchandise exports to economies in the Arab World (% of total merchandise exports),TX.VAL.MRCH.AL.ZS,2017.0,3.91171783929969,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,Urban population,SP.URB.TOTL,2017.0,266788716.0,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,Rural population,SP.RUR.TOTL,2017.0,58333412.0,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 80 and above, female (% of female population)",SP.POP.80UP.FE.5Y,2017.0,4.34832312300425,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 70-74, female (% of female population)",SP.POP.7074.FE.5Y,2017.0,4.03178738909039,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 65 and above, male",SP.POP.65UP.MA.IN,2017.0,21941590.0,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 65-69, female (% of female population)",SP.POP.6569.FE.5Y,2017.0,5.23963639988093,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2017.0,6.79759326292669,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 45-49, female (% of female population)",SP.POP.4549.FE.5Y,2017.0,6.32404747158777,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 35-39, female (% of female population)",SP.POP.3539.FE.5Y,2017.0,6.54219051831496,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 25-29, female (% of female population)",SP.POP.2529.FE.5Y,2017.0,6.99173877893864,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 15-64, total",SP.POP.1564.TO,2017.0,214977023.0,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 15-64, female",SP.POP.1564.FE.IN,2017.0,105297530.0,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,2017.0,6.38329027031004,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 0-14, total",SP.POP.0014.TO,2017.0,61574709.0,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 0-14, female",SP.POP.0014.FE.IN,2017.0,29953833.0,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,2017.0,62.307,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,2017.0,66.682,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,2017.0,94.38,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,2017.0,92.69,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,2017.0,64.57,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,2017.0,98.37,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,2017.0,68.418,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,2017.0,56.406,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,2017.0,72.128,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2017.0,1.8114763650572,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,Women's share of population ages 15+ living with HIV (%),SH.DYN.AIDS.FE.ZS,2017.0,22.0524977318822,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,2017.0,58703.1440780161,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,2017.0,60322.2614241747,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,2017.0,3.34317037021352,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,2017.0,7.79040584360488,19.0,,pm10,µg/m³,,1year,1 year
United States,USA,Travel services (% of commercial service exports),TX.VAL.TRVL.ZS.WT,2018.0,23.7987512656892,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,Commercial service exports (current US$),TX.VAL.SERV.CD.WT,2018.0,843414000000.0,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,2018.0,1664240000000.0,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),TX.VAL.MRCH.R4.ZS,2018.0,0.908951089866846,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),TX.VAL.MRCH.OR.ZS,2018.0,39.2754901144667,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,2018.0,2.95741195061027,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,2018.0,13.5299938279588,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,Urban population growth (annual %),SP.URB.GROW,2018.0,0.767437430461766,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,2018.0,2.38495036348696,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2018.0,15.2914866245804,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,2018.0,16.8045870750637,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,2018.0,5.98404511547617,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,2018.0,6.4939637461258,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,2018.0,6.29147973347672,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,2018.0,7.17312308686778,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,2018.0,6.84778443676017,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,2018.0,67.0036917718621,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,2018.0,6.7080236364823,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,2018.0,6.40088184560011,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,2018.0,19.2029944940661,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,2018.0,6.05101877583724,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2018.0,0.8,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",SH.HIV.INCD.YG.P3,2018.0,0.15,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2018.0,0.4,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2018.0,63201.0458483768,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,GDP per capita (current LCU),NY.GDP.PCAP.CN,2018.0,63201.0458483771,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,Carbon intensity of GDP (kg CO2e per constant 2015 US$ of GDP),EN.GHG.CO2.RT.GDP.KD,2018.0,0.260411290619747,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),TX.VAL.MRCH.R6.ZS,2018.0,0.937106554763736,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),TX.VAL.MRCH.R2.ZS,2018.0,1.33184938470413,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,2018.0,1663982000000.0,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,Insurance and financial services (% of commercial service exports),TX.VAL.INSF.ZS.WT,2018.0,18.4240479764386,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,2018.0,2.23298346824415,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,2018.0,20.7111547755682,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2018.0,82.256,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,Rural population growth (annual %),SP.RUR.TOTL.ZG,2018.0,-0.58325455730801,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 80 and above, male (% of male population)",SP.POP.80UP.MA.5Y,2018.0,2.80319688096472,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 70-74, male (% of male population)",SP.POP.7074.MA.5Y,2018.0,3.73797053724403,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 65 and above, male (% of male population)",SP.POP.65UP.MA.ZS,2018.0,13.7933137340718,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 65-69, male (% of male population)",SP.POP.6569.MA.5Y,2018.0,4.86719595237607,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,2018.0,6.71317068190657,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 45-49, male (% of male population)",SP.POP.4549.MA.5Y,2018.0,6.43474881646169,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 35-39, male (% of male population)",SP.POP.3539.MA.5Y,2018.0,6.93682466968566,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 25-29, male (% of male population)",SP.POP.2529.MA.5Y,2018.0,7.42052784861924,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,2018.0,65.9220436398193,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,2018.0,64.8296181352416,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,2018.0,6.75109387262878,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,2018.0,18.7864697356003,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,2018.0,18.3657947896947,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,2018.0,8.4,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,2018.0,68070.213421811,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2018.0,60127.2102762459,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,2018.0,100.0,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Access to clean fuels and technologies for cooking, urban (% of urban population)",EG.CFT.ACCS.UR.ZS,2018.0,100.0,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,2018.0,11.0391812324671,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,2018.0,46.7380195254051,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",TX.VAL.MRCH.RS.ZS,2018.0,0.490285362087199,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),TX.VAL.MRCH.R3.ZS,2018.0,23.2513526336947,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,Merchandise exports to high-income economies (% of total merchandise exports),TX.VAL.MRCH.HI.ZS,2018.0,60.2342245234461,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,2018.0,58.9112087207058,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,2018.0,9.40119945637513,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,Rural population (% of total population),SP.RUR.TOTL.ZS,2018.0,17.744,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 75-79, female (% of female population)",SP.POP.7579.FE.5Y,2018.0,2.95396146967734,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 65 and above, total",SP.POP.65UP.TO,2018.0,49978419.0,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 65 and above, female",SP.POP.65UP.FE.IN,2018.0,27325770.0,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,2018.0,6.28289375442678,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 50-54, female (% of female population)",SP.POP.5054.FE.5Y,2018.0,6.39469878702369,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 40-44, female (% of female population)",SP.POP.4044.FE.5Y,2018.0,6.03782719389471,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 30-34, female (% of female population)",SP.POP.3034.FE.5Y,2018.0,6.76966210349534,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 20-24, female (% of female population)",SP.POP.2024.FE.5Y,2018.0,6.43289725762294,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 15-64, male",SP.POP.1564.MA.IN,2018.0,110039630.0,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,2018.0,6.34649358409097,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,2018.0,6.1163891310162,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 0-14, male",SP.POP.0014.MA.IN,2018.0,31536925.0,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,2018.0,5.82201777278087,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,2018.0,99.0159918051616,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,2018.0,0.2,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,2018.0,97.2403422430939,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"People using at least basic drinking water services, rural (% of rural population)",SH.H2O.BASW.RU.ZS,2018.0,98.6936437483414,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,2018.0,7.00010376648536,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),EN.GHG.CO2.RT.GDP.PP.KD,2018.0,0.230024318160651,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,2018.0,62.871,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"People using safely managed sanitation services, urban (% of urban population)",SH.STA.SMSS.UR.ZS,2018.0,97.2190425771504,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,2018.0,0.0,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,2018.0,99.8513524623222,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"People using at least basic drinking water services, urban (% of urban population)",SH.H2O.BASW.UR.ZS,2018.0,99.8776817104343,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,2018.0,100.0,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Access to clean fuels and technologies for cooking, rural (% of rural population)",EG.CFT.ACCS.RU.ZS,2018.0,100.0,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,2018.0,69.055,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,2018.0,57.078,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,2018.0,77.805,21.0,,pm10,µg/m³,,1year,1 year
United States,USA,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,2018.0,0.0,21.0,,pm10,µg/m³,,1year,1 year
